Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
55.0,Female,70.8,1.62,166,162,68,0.54,394.0,Strength,26.0,1.8,3.0,1,26.98
45.0,Female,65.1,1.78,180,158,66,1.46,1038.0,Cardio,31.3,2.3,3.0,1,20.55
18.0,Male,70.0,1.61,173,168,71,1.3,1201.0,Strength,23.9,2.5,2.0,1,27.01
31.0,Female,63.1,1.64,184,125,51,1.54,962.0,Cardio,19.0,2.7,4.0,3,23.46
39.0,Male,127.5,1.82,180,161,70,1.26,1116.0,Strength,29.8,3.0,3.0,2,38.49
18.0,Female,67.4,1.6,182,164,71,0.6,492.0,Strength,33.5,2.4,3.0,1,26.33
20.0,Male,85.7,1.92,172,136,58,1.72,1287.0,Cardio,,3.5,5.0,3,23.25
40.0,Female,52.6,1.66,198,120,71,1.27,762.0,Strength,32.9,1.7,3.0,2,19.09
52.0,Female,64.9,1.51,164,165,68,1.83,1359.0,HIIT,18.2,2.7,4.0,3,28.46
25.0,Female,65.4,1.77,160,141,58,0.89,627.0,Cardio,27.6,2.6,3.0,1,20.88
27.0,Male,76.5,1.97,180,165,61,1.13,1025.0,Strength,21.3,2.3,2.0,1,19.71
41.0,Female,55.0,1.55,175,169,65,1.45,1103.0,Strength,31.4,2.0,4.0,2,22.89
36.0,Female,57.3,1.64,164,157,70,1.13,887.0,Strength,25.3,1.8,4.0,2,21.3
56.0,Male,88.3,1.71,180,157,60,1.69,1313.0,Yoga,12.6,3.5,4.0,3,30.2
47.0,Female,58.5,1.79,195,131,71,1.42,837.0,Yoga,30.3,2.4,4.0,2,18.26
25.0,Male,123.8,1.99,180,121,72,1.13,752.0,HIIT,25.6,2.6,3.0,1,31.26
24.0,Female,69.7,1.75,166,146,60,1.41,1029.0,Cardio,32.5,2.0,3.0,1,22.76
46.0,Female,60.1,1.65,175,137,69,1.69,1042.0,Cardio,,2.7,,3,22.08
49.0,Male,83.7,1.87,183,158,53,1.29,1009.0,HIIT,23.9,2.3,4.0,2,23.94
49.0,Male,82.8,1.95,183,159,73,1.91,1503.0,Yoga,14.3,3.5,5.0,3,21.78
25.0,Female,77.7,1.55,184,120,52,0.55,330.0,Yoga,33.0,1.7,2.0,1,32.34
29.0,Female,56.2,1.77,191,123,61,0.68,418.0,Yoga,33.4,2.6,,1,17.94
54.0,Female,58.4,1.59,186,166,73,1.08,807.0,Cardio,32.5,1.9,2.0,1,23.1
29.0,Male,95.2,1.86,174,141,52,0.64,496.0,Yoga,26.6,2.5,2.0,1,27.52
49.0,Male,77.7,1.61,160,158,50,1.03,806.0,Strength,26.7,3.4,3.0,2,29.98
34.0,Male,102.1,1.71,185,135,72,0.96,713.0,HIIT,27.3,3.2,2.0,1,34.92
,Female,64.3,1.63,197,132,57,1.87,1234.0,Cardio,18.0,2.7,5.0,3,24.2
38.0,Male,68.7,1.92,170,150,73,1.31,1081.0,Cardio,29.0,3.0,4.0,2,18.64
44.0,Female,48.0,1.76,189,124,52,0.88,491.0,Yoga,28.6,2.6,2.0,1,15.5
58.0,Female,49.7,1.67,191,125,72,1.38,776.0,Strength,31.9,2.3,,2,17.82
27.0,Male,76.5,1.97,180,165,61,1.13,1025.0,Strength,21.3,2.3,2.0,1,19.71
54.0,Male,86.0,1.93,171,163,51,1.74,1404.0,Strength,,3.5,5.0,3,23.09
31.0,Male,86.6,1.76,172,151,66,1.29,1071.0,Strength,28.9,3.3,3.0,2,27.96
19.0,Female,64.0,1.53,166,167,58,1.33,1111.0,HIIT,29.8,2.3,3.0,2,27.34
23.0,Female,41.9,1.58,163,132,67,0.56,370.0,HIIT,26.8,1.8,3.0,1,16.78
48.0,Male,69.0,1.74,160,167,58,1.48,1223.0,HIIT,30.0,2.3,3.0,2,22.79
50.0,Female,66.3,1.57,192,132,73,1.25,742.0,HIIT,31.6,1.6,2.0,1,26.9
42.0,Female,72.9,1.62,175,139,67,1.17,732.0,Yoga,25.7,2.0,,2,27.78
58.0,Male,58.6,1.66,172,161,60,1.21,964.0,HIIT,26.8,2.9,2.0,1,21.27
33.0,Male,117.0,1.61,166,130,55,1.04,744.0,HIIT,25.1,2.4,3.0,2,45.14
,Female,60.6,1.55,172,120,52,1.3,780.0,Strength,32.9,1.6,3.0,2,25.22
18.0,Male,92.4,1.74,195,168,50,1.41,1303.0,Yoga,21.3,3.1,2.0,1,30.52
48.0,Male,80.6,1.77,198,167,66,1.51,1248.0,Cardio,12.9,3.5,,3,25.73
54.0,Female,43.8,1.65,171,129,61,1.29,749.0,Yoga,26.6,1.7,4.0,2,16.09
41.0,Male,81.6,1.87,167,128,59,1.87,1185.0,HIIT,10.2,3.5,5.0,3,23.33
38.0,Male,83.6,1.74,164,151,51,1.66,1379.0,Cardio,11.6,3.5,5.0,3,27.61
,Male,124.2,1.76,168,158,50,1.5,1304.0,HIIT,29.3,2.8,2.0,1,40.1
41.0,Female,76.7,1.79,172,132,56,1.4,832.0,Yoga,34.0,2.0,4.0,2,23.94
56.0,Female,52.9,1.64,169,155,53,1.1,767.0,Cardio,27.4,2.3,3.0,2,19.67
50.0,Female,70.4,1.55,160,143,58,0.73,470.0,Strength,29.9,2.7,2.0,1,29.3
45.0,Female,48.2,1.64,168,159,67,1.25,894.0,Strength,32.1,2.5,4.0,2,17.92
44.0,Female,72.1,1.66,176,152,55,1.4,958.0,Strength,,2.5,2.0,1,26.16
39.0,Female,56.0,1.6,184,151,69,0.89,672.0,Yoga,32.6,2.0,2.0,1,21.87
58.0,Female,66.1,1.75,169,128,57,0.63,363.0,Cardio,,1.8,2.0,1,21.58
59.0,Female,60.7,1.73,185,154,55,1.03,714.0,Yoga,33.8,2.5,3.0,2,20.28
21.0,Male,86.6,1.86,163,129,58,1.37,972.0,HIIT,21.8,2.6,3.0,2,25.03
31.0,Female,62.5,1.62,168,169,74,1.56,1318.0,HIIT,16.5,2.7,4.0,3,23.81
46.0,Female,56.9,1.6,185,143,65,0.88,566.0,Cardio,27.7,1.6,3.0,1,22.23
57.0,Male,83.4,1.65,172,166,67,1.57,1290.0,HIIT,13.3,3.5,4.0,3,30.63
53.0,Female,68.1,1.55,164,131,65,1.41,831.0,HIIT,26.1,2.2,4.0,2,28.35
20.0,Female,71.3,1.69,167,163,52,1.28,1043.0,Strength,33.4,2.3,3.0,2,24.96
20.0,Female,71.3,1.58,167,167,54,1.07,893.0,HIIT,25.4,1.5,3.0,2,28.56
35.0,Male,70.1,1.79,185,125,63,1.08,743.0,Cardio,28.0,2.3,3.0,2,21.88
25.0,Male,120.6,1.83,179,120,51,1.04,686.0,Cardio,22.3,2.5,3.0,2,36.01
56.0,Female,50.6,1.7,175,146,58,1.29,848.0,Strength,33.1,2.3,2.0,1,17.51
34.0,Male,65.9,1.62,199,164,56,0.81,731.0,Yoga,28.8,2.2,2.0,1,25.11
39.0,Female,63.6,1.56,183,148,66,1.22,903.0,Strength,34.8,2.4,2.0,1,26.13
,Male,74.0,1.63,174,150,50,1.26,936.0,Cardio,25.7,3.7,3.0,2,27.85
18.0,Male,125.9,1.67,172,153,60,1.46,1229.0,Yoga,20.6,2.2,3.0,2,45.14
28.0,Female,78.7,1.63,185,154,59,1.1,847.0,Strength,31.7,1.8,3.0,2,29.62
29.0,Male,86.1,1.65,183,128,71,1.66,1169.0,HIIT,11.2,3.5,4.0,3,31.63
35.0,Female,50.4,1.6,195,156,59,1.03,803.0,Cardio,29.1,1.9,4.0,2,19.69
22.0,Male,106.8,1.82,170,130,50,1.0,715.0,Yoga,28.2,2.3,4.0,2,32.24
59.0,Male,126.4,1.69,168,149,68,1.24,915.0,Strength,29.5,2.9,3.0,1,44.26
25.0,Male,53.2,1.7,190,164,56,0.59,532.0,Strength,28.8,2.1,3.0,1,18.41
,Male,69.3,1.68,195,138,58,0.66,451.0,Yoga,26.5,2.1,2.0,1,24.55
28.0,Male,76.3,1.62,161,162,70,1.16,1034.0,Strength,20.1,2.3,3.0,2,29.07
28.0,Female,71.3,1.67,192,140,63,1.46,1022.0,Strength,28.1,1.5,4.0,2,25.57
29.0,Male,106.5,1.81,177,156,60,1.29,1107.0,Cardio,25.7,2.5,4.0,2,32.51
53.0,Male,84.2,1.76,165,137,69,1.67,1133.0,Cardio,12.8,3.5,5.0,3,27.18
35.0,Female,78.9,1.64,196,164,70,1.28,1050.0,Cardio,25.3,2.6,4.0,2,29.34
44.0,Female,60.4,1.65,176,169,54,1.27,966.0,HIIT,32.6,2.1,,2,22.19
42.0,Female,57.5,1.67,192,149,55,1.14,764.0,Yoga,34.1,2.4,,1,20.62
25.0,Male,66.6,1.61,184,166,56,1.38,1260.0,Strength,25.0,3.0,2.0,1,25.69
18.0,Female,66.9,1.75,170,122,61,0.94,573.0,Yoga,,1.7,2.0,1,21.84
34.0,Female,46.9,1.61,196,161,69,1.02,821.0,Strength,28.6,1.7,,2,18.09
51.0,Female,63.9,1.8,191,130,72,1.07,626.0,HIIT,33.7,2.7,4.0,2,19.72
44.0,Female,60.4,1.65,176,169,54,1.27,966.0,HIIT,32.6,2.1,4.0,2,22.19
21.0,Female,60.0,1.7,179,123,52,1.97,1212.0,Strength,19.1,2.7,5.0,3,20.76
59.0,Male,78.0,1.92,180,127,53,0.72,453.0,Cardio,,2.7,3.0,1,21.16
38.0,Male,83.6,1.74,164,151,51,1.66,1379.0,Cardio,11.6,3.5,5.0,3,27.61
,Female,60.0,1.62,181,161,69,0.85,684.0,Strength,,1.9,2.0,1,22.86
37.0,Male,103.5,1.89,175,168,57,0.54,499.0,Cardio,26.4,3.1,,1,28.97
,Male,87.9,1.87,196,134,54,1.96,1445.0,Strength,10.7,3.5,5.0,3,25.14
46.0,Male,54.4,1.72,194,161,73,0.91,725.0,Cardio,24.8,2.9,2.0,1,18.39
25.0,Male,49.9,1.98,165,122,68,1.15,772.0,Yoga,25.7,2.1,3.0,2,12.73
35.0,Female,78.0,1.67,198,168,57,1.13,949.0,Strength,33.3,2.5,,2,27.97
47.0,Male,127.8,1.65,198,157,60,0.77,598.0,Cardio,28.7,3.5,2.0,1,46.94
26.0,Female,54.0,1.53,175,148,54,1.14,844.0,Strength,26.9,1.7,3.0,1,23.07
18.0,Male,125.9,1.67,172,153,60,1.46,1229.0,Yoga,20.6,2.2,3.0,2,45.14
23.0,Female,59.0,1.78,185,141,58,1.67,1177.0,Yoga,17.8,2.7,5.0,3,18.62
20.0,Male,74.8,1.75,184,121,73,1.33,885.0,Yoga,25.0,3.3,3.0,2,24.42
58.0,Male,58.6,1.66,172,161,60,1.21,964.0,HIIT,26.8,2.9,2.0,1,21.27
23.0,Male,114.8,1.6,182,163,60,1.47,1318.0,Cardio,21.7,2.7,4.0,2,44.84
25.0,Female,77.7,1.55,184,120,52,0.55,330.0,Yoga,33.0,1.7,2.0,1,32.34
25.0,Female,59.4,1.51,185,161,54,1.62,1304.0,Cardio,19.8,2.7,5.0,3,26.05
51.0,Female,70.3,1.55,178,139,54,1.4,876.0,Yoga,26.1,1.6,3.0,1,29.26
50.0,Female,69.7,1.72,198,135,66,1.24,753.0,Strength,27.3,2.0,4.0,2,23.56
35.0,Female,78.0,1.67,198,168,57,1.13,949.0,Strength,33.3,2.5,4.0,2,27.97
34.0,Female,59.0,1.62,178,150,56,1.13,847.0,Cardio,30.9,2.4,4.0,2,22.48
23.0,Female,60.1,1.59,191,123,52,1.8,1107.0,HIIT,17.6,2.7,4.0,3,23.77
53.0,Male,94.1,1.95,177,138,50,0.89,608.0,HIIT,28.6,3.5,3.0,1,24.75
52.0,Female,52.1,1.67,169,124,52,1.5,837.0,Yoga,,1.5,2.0,1,18.68
57.0,Male,126.8,1.63,161,133,73,0.96,632.0,Yoga,20.8,2.1,2.0,1,47.72
34.0,Male,88.0,1.64,197,147,70,1.9,1536.0,Yoga,14.4,3.5,4.0,3,32.72
47.0,Male,86.6,1.99,182,153,70,1.98,1500.0,Strength,10.6,3.5,4.0,3,21.87
19.0,Male,72.0,1.94,199,148,62,1.17,952.0,Yoga,24.7,3.2,3.0,2,19.13
43.0,Male,102.6,1.72,190,147,58,0.82,597.0,Strength,27.5,2.0,2.0,1,34.68
25.0,Male,76.5,1.96,180,120,59,0.67,442.0,Strength,23.2,2.3,3.0,1,19.91
28.0,Female,55.1,1.79,192,159,67,1.99,1582.0,Yoga,17.0,2.7,5.0,3,17.2
38.0,Female,57.7,1.56,185,132,54,1.64,1082.0,HIIT,16.6,2.7,5.0,3,23.71
46.0,Female,66.5,1.73,163,142,56,1.11,709.0,Yoga,34.7,2.0,,1,22.22
20.0,Male,120.5,1.73,186,153,67,1.01,850.0,Cardio,29.3,3.4,3.0,2,40.26
19.0,Female,49.0,1.69,176,147,64,1.05,772.0,Yoga,29.2,2.4,3.0,1,17.16
48.0,Female,67.1,1.61,160,151,74,0.62,421.0,Cardio,33.4,1.5,2.0,1,25.89
,Female,61.6,1.52,178,138,71,1.78,1228.0,Cardio,19.5,2.7,4.0,3,26.66
42.0,Female,49.2,1.5,173,131,63,1.15,678.0,HIIT,27.7,1.5,3.0,2,21.87
59.0,Male,89.4,1.72,188,152,67,1.08,813.0,Yoga,24.5,3.2,3.0,1,30.22
46.0,Female,52.0,1.65,165,147,63,0.7,463.0,Cardio,34.1,1.9,2.0,1,19.1
33.0,Female,74.2,1.76,192,145,66,1.15,834.0,Strength,25.9,1.5,4.0,2,23.95
42.0,Male,76.4,1.97,165,157,65,1.14,886.0,HIIT,22.9,2.6,3.0,2,19.69
41.0,Male,71.7,1.96,162,168,51,0.51,424.0,Yoga,27.3,2.5,2.0,1,18.66
36.0,Male,84.0,1.94,168,123,50,1.8,1218.0,HIIT,11.2,3.5,5.0,3,22.32
58.0,Female,75.4,1.78,161,140,63,1.05,662.0,Cardio,26.0,2.5,4.0,2,23.8
56.0,Male,107.8,1.73,185,126,50,1.09,680.0,Yoga,26.6,2.8,3.0,2,36.02
33.0,Female,64.1,1.63,186,120,74,1.58,948.0,Strength,16.4,2.7,5.0,3,24.13
22.0,Male,45.7,1.77,164,139,73,1.04,795.0,HIIT,20.7,2.4,3.0,1,14.59
26.0,Female,64.1,1.5,194,134,60,1.93,1293.0,Strength,15.1,2.7,5.0,3,28.49
32.0,Male,65.2,1.62,186,128,63,0.58,408.0,Cardio,25.3,3.4,2.0,1,24.84
30.0,Female,70.4,1.56,171,125,62,1.03,644.0,Yoga,34.3,2.4,4.0,2,28.93
26.0,Female,76.7,1.63,199,139,72,1.08,751.0,Strength,25.6,1.7,2.0,1,28.87
28.0,Male,128.4,1.86,173,158,71,1.06,921.0,Strength,23.6,3.3,,2,37.11
24.0,Female,59.4,1.5,199,132,60,1.25,825.0,Yoga,25.0,2.0,3.0,2,26.4
57.0,Male,112.5,1.61,195,165,61,1.24,1013.0,Cardio,22.1,2.7,3.0,2,43.4
42.0,Female,72.9,1.62,175,139,67,1.17,732.0,Yoga,25.7,2.0,4.0,2,27.78
20.0,Female,44.2,1.61,177,122,69,1.08,659.0,HIIT,32.4,2.5,2.0,1,17.05
49.0,Male,81.4,1.83,167,125,73,1.98,1225.0,Yoga,13.6,3.5,,3,24.31
52.0,Male,85.5,1.8,190,136,66,1.7,1144.0,Strength,10.1,3.5,5.0,3,26.39
46.0,Female,58.9,1.7,180,155,53,1.52,1060.0,Strength,17.1,2.7,4.0,3,20.38
36.0,Male,112.4,1.63,164,135,58,1.02,757.0,Cardio,25.0,3.4,4.0,2,42.3
22.0,Female,63.2,1.54,191,155,53,1.02,790.0,Cardio,29.5,2.4,,2,26.65
25.0,Male,66.6,1.61,184,166,56,1.38,1260.0,Strength,25.0,3.0,2.0,1,25.69
37.0,Female,53.0,1.71,184,156,50,1.13,881.0,Yoga,28.1,1.7,4.0,2,18.13
,Female,65.5,1.52,161,162,61,1.4,1021.0,Yoga,31.2,2.1,3.0,2,28.35
42.0,Male,45.5,1.6,166,163,64,1.31,1057.0,Strength,21.7,2.6,3.0,2,17.77
43.0,Male,81.0,1.78,188,152,65,1.58,1189.0,Yoga,12.4,3.5,5.0,3,25.56
59.0,Male,88.1,1.76,187,168,74,1.35,1123.0,Strength,26.9,3.0,3.0,2,28.44
30.0,Male,101.0,1.68,182,134,61,1.46,1076.0,Strength,28.2,2.9,4.0,2,35.79
32.0,Male,87.9,1.88,173,143,64,1.52,1195.0,Cardio,11.6,3.5,5.0,3,24.87
,Male,76.4,1.79,177,156,73,1.17,1004.0,Strength,21.3,2.7,3.0,2,23.84
,Male,49.9,1.98,165,122,68,1.15,772.0,Yoga,25.7,2.1,3.0,2,12.73
,Male,52.1,1.68,180,167,50,0.77,637.0,Yoga,23.6,3.0,3.0,1,18.46
58.0,Female,74.8,1.69,175,162,53,1.28,933.0,Strength,32.8,2.3,4.0,2,26.19
59.0,Male,96.7,1.71,183,150,62,0.57,423.0,Yoga,28.4,2.9,3.0,1,33.07
31.0,Female,48.2,1.65,163,166,60,1.1,913.0,Cardio,26.1,2.5,2.0,1,17.7
50.0,Female,70.4,1.55,160,143,58,0.73,470.0,Strength,29.9,2.7,2.0,1,29.3
51.0,Male,102.6,1.77,193,130,59,1.21,779.0,HIIT,21.0,3.4,2.0,1,32.75
,Female,42.3,1.6,163,163,70,1.09,888.0,Cardio,25.1,1.9,3.0,2,16.52
19.0,Male,87.8,1.78,195,161,72,1.28,1133.0,Cardio,23.6,3.3,2.0,1,27.71
54.0,Male,78.7,1.66,195,131,55,1.42,921.0,Yoga,22.9,2.6,3.0,2,28.56
25.0,Female,41.1,1.67,186,138,71,1.03,711.0,Yoga,31.9,2.4,3.0,2,14.74
54.0,Male,67.0,1.68,191,164,63,0.55,446.0,Yoga,20.5,2.8,3.0,1,23.74
58.0,Male,109.0,1.91,198,156,56,1.49,1151.0,Yoga,26.0,2.2,3.0,2,29.88
,Female,50.6,1.7,175,146,58,1.29,848.0,Strength,33.1,2.3,2.0,1,17.51
31.0,Female,57.9,1.56,161,124,50,1.8,1116.0,Yoga,15.1,2.7,5.0,3,23.79
46.0,Male,84.3,2.0,189,162,66,1.83,1467.0,HIIT,13.3,3.5,5.0,3,21.07
56.0,Male,48.3,1.87,165,156,51,0.68,525.0,HIIT,29.8,3.3,3.0,1,13.81
59.0,Male,86.9,1.76,194,123,60,1.13,688.0,Strength,29.8,3.1,3.0,2,28.05
,Male,102.6,1.77,193,130,59,1.21,779.0,HIIT,21.0,3.4,2.0,1,32.75
48.0,Female,67.1,1.61,160,151,74,0.62,421.0,Cardio,33.4,1.5,2.0,1,25.89
40.0,Male,106.5,1.65,162,162,74,1.32,1176.0,HIIT,21.0,3.6,4.0,2,39.12
42.0,Female,72.9,1.62,175,139,67,1.17,732.0,Yoga,25.7,2.0,4.0,2,27.78
19.0,Male,95.1,1.85,190,143,50,1.21,952.0,Yoga,25.3,2.3,4.0,2,27.79
46.0,Female,56.9,1.6,185,143,65,0.88,566.0,Cardio,27.7,1.6,3.0,1,22.23
,Female,53.3,1.74,173,156,54,1.37,962.0,Strength,32.2,1.8,3.0,2,17.6
18.0,Female,64.8,1.53,170,141,54,1.98,1396.0,Yoga,18.6,2.7,5.0,3,27.68
34.0,Male,115.3,1.81,181,167,67,1.36,1249.0,Yoga,24.5,2.2,2.0,1,35.19
35.0,Male,127.1,1.62,187,128,69,1.02,718.0,Strength,23.3,3.4,4.0,2,48.43
46.0,Male,94.7,1.82,164,120,69,1.47,873.0,Cardio,23.2,3.2,3.0,2,28.59
51.0,Male,88.2,1.62,163,133,72,1.56,1027.0,Cardio,11.8,3.5,4.0,3,33.61
26.0,Female,64.1,1.5,194,134,60,1.93,1293.0,Strength,15.1,2.7,5.0,3,28.49
,Male,123.3,1.62,161,165,65,1.34,1216.0,Yoga,21.2,2.3,4.0,2,46.98
24.0,Female,59.4,1.5,199,132,60,1.25,825.0,Yoga,25.0,2.0,3.0,2,26.4
28.0,Female,78.7,1.63,185,154,59,1.1,847.0,Strength,31.7,1.8,3.0,2,29.62
19.0,Male,56.9,1.87,178,138,70,0.61,463.0,Cardio,23.3,3.7,3.0,1,16.27
40.0,Male,93.6,1.93,188,157,60,1.38,1192.0,Cardio,22.1,2.0,3.0,1,25.13
59.0,Female,60.7,1.73,185,154,55,1.03,714.0,Yoga,33.8,2.5,3.0,2,20.28
20.0,Male,85.7,1.92,172,136,58,1.72,1287.0,Cardio,10.5,3.5,5.0,3,23.25
28.0,Female,72.9,1.67,197,147,74,1.13,831.0,Cardio,34.7,2.2,3.0,2,26.14
25.0,Male,81.5,1.61,170,159,63,1.93,1688.0,HIIT,10.9,3.5,4.0,3,31.44
28.0,Female,79.6,1.59,181,130,54,1.49,968.0,HIIT,28.2,1.5,3.0,2,31.49
40.0,Male,106.5,1.65,162,162,74,1.32,1176.0,HIIT,21.0,3.6,4.0,2,39.12
25.0,Female,43.1,1.62,196,161,65,1.04,837.0,HIIT,33.6,1.8,4.0,2,16.42
46.0,Female,47.9,1.72,171,147,57,1.41,933.0,Cardio,26.3,2.0,3.0,1,16.19
20.0,Female,71.3,1.69,167,163,52,1.28,1043.0,Strength,33.4,2.3,3.0,2,24.96
41.0,Female,66.8,1.74,164,149,57,1.34,898.0,Yoga,29.2,2.3,,1,22.06
,Male,71.6,1.86,160,147,70,1.14,830.0,Yoga,25.3,2.2,3.0,2,20.7
44.0,Female,42.8,1.78,167,159,64,1.49,1066.0,Strength,25.3,2.6,3.0,2,13.51
38.0,Female,70.3,1.52,164,144,66,1.19,857.0,Yoga,25.6,2.0,4.0,2,30.43
39.0,Female,68.6,1.64,162,154,53,1.33,1024.0,Cardio,32.4,1.5,3.0,2,25.51
23.0,Female,56.7,1.55,179,132,73,1.38,911.0,Cardio,34.0,1.9,4.0,2,23.6
45.0,Female,41.2,1.58,195,168,71,1.47,1111.0,HIIT,28.7,2.6,2.0,1,16.5
20.0,Male,111.0,1.94,170,156,50,1.02,875.0,Cardio,27.6,3.3,4.0,2,29.49
52.0,Female,59.7,1.71,169,151,58,1.23,836.0,Strength,34.3,2.0,3.0,1,20.42
53.0,Male,84.2,1.76,165,137,69,1.67,1133.0,Cardio,12.8,3.5,5.0,3,27.18
39.0,Male,93.4,1.7,191,155,50,1.1,938.0,Strength,21.1,2.5,4.0,2,32.32
52.0,Male,47.8,1.86,179,129,67,1.01,645.0,Yoga,24.7,2.8,,2,13.82
45.0,Female,58.2,1.7,168,160,53,0.95,684.0,Yoga,26.8,2.0,3.0,1,20.14
24.0,Female,40.4,1.64,168,168,55,0.99,832.0,HIIT,31.0,1.9,2.0,1,15.02
,Male,82.8,1.95,183,159,73,1.91,1503.0,Yoga,14.3,3.5,5.0,3,21.78
43.0,Male,94.0,1.79,187,156,62,1.31,1012.0,HIIT,23.2,3.4,2.0,1,29.34
25.0,Female,43.1,1.62,196,161,65,1.04,837.0,HIIT,33.6,1.8,4.0,2,16.42
50.0,Female,58.4,1.79,164,131,56,1.6,943.0,HIIT,17.0,2.7,4.0,3,18.23
54.0,Female,47.8,1.6,171,155,55,1.19,830.0,Cardio,26.0,2.3,4.0,2,18.67
35.0,Male,62.8,1.63,184,160,63,1.41,1241.0,Cardio,21.9,3.7,4.0,2,23.64
51.0,Female,66.2,1.58,164,129,65,0.86,499.0,HIIT,31.3,2.3,3.0,1,26.52
21.0,Female,54.9,1.78,173,138,71,0.55,380.0,HIIT,31.7,2.0,2.0,1,17.33
58.0,Male,58.6,1.66,172,161,60,1.21,964.0,HIIT,26.8,2.9,2.0,1,21.27
57.0,Male,85.6,1.69,189,133,50,1.76,1159.0,Yoga,12.7,3.5,5.0,3,29.97
,Male,88.5,1.98,161,153,53,1.8,1515.0,Cardio,11.1,3.5,4.0,3,22.57
45.0,Female,73.0,1.75,184,148,50,1.14,759.0,Yoga,26.6,2.0,4.0,2,23.84
,Male,108.0,1.8,174,122,70,1.38,926.0,Cardio,28.6,2.5,4.0,2,33.33
44.0,Male,94.6,1.84,170,120,67,1.26,748.0,HIIT,26.0,3.1,,2,27.94
18.0,Male,125.9,1.67,172,153,60,1.46,1229.0,Yoga,20.6,2.2,,2,45.14
45.0,Male,93.0,1.91,175,143,55,1.03,729.0,Cardio,27.3,3.7,3.0,2,25.49
42.0,Female,59.5,1.74,195,141,52,1.78,1129.0,Yoga,16.4,2.7,5.0,3,19.65
25.0,Male,105.0,1.88,174,156,67,1.34,1150.0,Cardio,21.4,2.3,3.0,2,29.71
50.0,Male,96.7,1.72,188,125,62,1.46,903.0,Strength,25.7,2.7,3.0,2,32.69
39.0,Female,42.5,1.75,181,131,52,1.13,740.0,Strength,26.2,2.1,2.0,1,13.88
42.0,Male,79.3,1.93,181,147,50,1.22,888.0,Cardio,27.3,3.3,2.0,1,21.29
29.0,Male,95.2,1.86,174,141,52,0.64,496.0,Yoga,,2.5,2.0,1,27.52
20.0,Male,101.0,1.91,179,143,58,1.36,1070.0,Cardio,29.3,2.7,,2,27.69
48.0,Male,87.1,1.76,183,156,67,1.81,1398.0,Strength,11.6,3.5,5.0,3,28.12
18.0,Female,72.2,1.54,194,125,54,0.97,606.0,Strength,27.1,1.7,2.0,1,30.44
36.0,Male,85.4,1.88,195,137,60,1.98,1492.0,Yoga,13.5,3.5,5.0,3,24.16
30.0,Male,64.1,1.87,182,142,67,0.64,500.0,Yoga,26.2,2.1,2.0,1,18.33
26.0,Male,51.9,2.0,173,133,54,0.75,549.0,HIIT,26.6,2.3,2.0,1,12.97
27.0,Male,61.6,1.8,169,144,72,1.48,1172.0,Yoga,26.4,3.1,2.0,1,19.01
46.0,Male,94.7,1.82,164,120,69,1.47,873.0,Cardio,23.2,3.2,3.0,2,28.59
35.0,Male,100.9,1.63,161,163,59,1.1,986.0,Cardio,28.4,3.1,2.0,1,37.98
23.0,Female,65.2,1.62,192,156,59,1.37,1069.0,Cardio,31.1,2.5,3.0,2,24.84
25.0,Female,74.3,1.71,162,157,64,1.43,1123.0,Yoga,25.6,1.6,3.0,2,25.41
52.0,Female,61.5,1.69,160,152,63,1.8,1231.0,Cardio,15.5,2.7,4.0,3,21.53
20.0,Male,128.2,1.84,164,132,58,0.83,603.0,HIIT,26.2,2.3,3.0,1,37.87
23.0,Female,64.5,1.7,187,125,72,0.51,319.0,Cardio,30.4,1.7,2.0,1,22.32
50.0,Male,87.4,1.6,182,122,67,0.77,465.0,Strength,23.2,3.1,2.0,1,34.14
42.0,Male,64.8,1.65,161,166,67,1.1,904.0,Cardio,24.4,2.8,3.0,2,23.8
39.0,Male,59.7,1.83,170,154,59,1.35,1143.0,Strength,29.1,2.3,4.0,2,17.83
49.0,Female,62.1,1.66,173,152,73,1.37,937.0,HIIT,31.3,1.8,3.0,2,22.54
41.0,Female,64.9,1.57,166,123,53,1.04,576.0,HIIT,25.9,2.4,4.0,2,26.33
19.0,Female,46.8,1.63,184,128,63,1.35,864.0,HIIT,34.4,1.6,4.0,2,17.61
41.0,Female,76.7,1.79,172,132,56,1.4,832.0,Yoga,34.0,2.0,4.0,2,23.94
52.0,Male,85.5,1.8,190,136,66,1.7,1144.0,Strength,10.1,3.5,5.0,3,26.39
52.0,Female,57.9,1.56,166,152,68,1.66,1135.0,HIIT,15.8,2.7,4.0,3,23.79
29.0,Female,75.6,1.8,175,149,57,1.31,976.0,Yoga,25.7,1.9,4.0,2,23.33
43.0,Female,57.3,1.79,175,166,62,1.98,1479.0,Yoga,17.8,2.7,4.0,3,17.88
29.0,Male,86.1,1.65,183,128,71,1.66,1169.0,HIIT,11.2,3.5,4.0,3,31.63
38.0,Female,40.6,1.79,195,161,55,0.62,499.0,Cardio,26.8,2.7,2.0,1,12.67
46.0,Male,59.4,1.68,165,147,62,1.16,844.0,Strength,20.2,2.5,4.0,2,21.05
